"Part Numbers","Manufacturer","Description","Unit Cost","Currency","Created By","Modified By","ID"
"LPJ-100SP","Bussmann","Class J Fuses, 100A","35.28822","CAD","Bradley, Tyler","Bradley, Tyler","308"
"LPJ-200SP","Bussmann","Class J Fuses, 200A","61.34892","USD","Bradley, Tyler","Bradley, Tyler","309"
"LP-CC-15","Bussmann","Class CC fuses","5.77402","CAD","Bradley, Tyler","Bradley, Tyler","310"
"3VA9278-0DK84","Siemens","FLANGE MOUNTED STAINLESS STEEL DISCONNECT","352.57","USD","Bradley, Tyler","Bradley, Tyler","311"
"3VA6160-0HN31-0AA0","Siemens","3VA UL MOLDED CASE CIRCUIT BREAKER, 60A","884","CAD","Bradley, Tyler","Bradley, Tyler","312"
"3VA6110-6HN31-0AA0","Siemens","3VA UL MOLDED CASE CIRCUIT BREAKER, 100A","692.87","CAD","Bradley, Tyler","Bradley, Tyler","313"
"3VA6225-6HN31-0AA0","Siemens","3VA UL MOLDED CASE CIRCUIT BREAKER, 250A","1,284.95","CAD","Bradley, Tyler","Bradley, Tyler","314"
"3VA9271-0WF31","Siemens","3VA61/62 TERMINAL COVER EXTENDER, 3 POLE","35.97","USD","Bradley, Tyler","Bradley, Tyler","315"
"3VA9143-0JH12","Siemens","3VA61/62 TERMINAL SET WITH CONTROL WIRE TAP","54.21","USD","Bradley, Tyler","Bradley, Tyler","316"
"3RV2742-5BD10","Siemens","Circuit breaker size S3 for system protection with approval circuit breaker UL 489, CSA C22.2 No.5-02 A-release 15 A","280","USD","Bradley, Tyler","Bradley, Tyler","317"
"3RV2742-5ED10","Siemens","Circuit breaker size S3 for system protection with approval circuit breaker UL 489, CSA C22.2 No.5-02 A-release 30 A","315","USD","Bradley, Tyler","Bradley, Tyler","318"
"5SJ4105-7HG41","Siemens","0.5A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","115.74","CAD","Bradley, Tyler","Bradley, Tyler","319"
"5SJ4101-7HG41","Siemens","1A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","115.74","CAD","Bradley, Tyler","Bradley, Tyler","320"
"5SJ4102-7HG41","Siemens","2A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","115.74","CAD","Bradley, Tyler","Bradley, Tyler","321"
"5SJ4103-7HG41","Siemens","3A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","115.74","CAD","Bradley, Tyler","Bradley, Tyler","322"
"5SJ4104-7HG41","Siemens","4A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","115.74","CAD","Bradley, Tyler","Bradley, Tyler","323"
"5SJ4111-7HG41","Siemens","5A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","64.93","CAD","Bradley, Tyler","Bradley, Tyler","324"
"5SJ4106-7HG41","Siemens","6A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","115.74","CAD","Bradley, Tyler","Bradley, Tyler","325"
"5SJ4108-7HG41","Siemens","8A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","115.74","CAD","Bradley, Tyler","Bradley, Tyler","326"
"5SJ4110-7HG41","Siemens","10A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","96.76","CAD","Bradley, Tyler","Bradley, Tyler","327"
"5SJ4113-7HG41","Siemens","13A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","96.76","CAD","Bradley, Tyler","Bradley, Tyler","328"
"5SJ4118-7HG41","Siemens","15A 240VAC 1-POLE CIRCUIT BREAKER-TRIP CURVE C","54.25","CAD","Bradley, Tyler","Bradley, Tyler","329"
"9000-41034-0100400","Murrelektronik","Electronic fusing, 4 channel, 1, 2, 3, 4A","80.11","CAD","Bradley, Tyler","Bradley, Tyler","330"
"100-C09DJ01","Allen-Bradley","Contactor coil, 9A, 24VDC coil, 3 pole","53.82","CAD","Bradley, Tyler","Bradley, Tyler","331"
"52000","Murrelektronik","MIRO 6.2 24VDC-1U RELAY IN:24VDC - OUT: 250VAC/DC / 6A","8.93","CAD","Bradley, Tyler","Bradley, Tyler","332"
"100-FA04","Allen-Bradley","Auxiliary contacts for contactor/relay","21.16","CAD","Bradley, Tyler","Bradley, Tyler","333"
"SDN 5-24-100P","Sola","5A 24VDC POWER SUPPLY SINGLE PHASE IP20","301.5","USD","Bradley, Tyler","Bradley, Tyler","334"
"SDN 10-24-100P","Sola","10A 24VDC POWER SUPPLY SINGLE PHASE IP20","438.5","USD","Bradley, Tyler","Bradley, Tyler","335"
"SDN 20-24-100P","Sola","20A 24VDC POWER SUPPLY SINGLE PHASE IP20","729.5","USD","Bradley, Tyler","Bradley, Tyler","336"
"6EP1333-3BA10","Siemens","5A 24VDC POWER SUPPLY SINGLE PHASE IP20","222.67","CAD","Bradley, Tyler","Bradley, Tyler","337"
"6EP1334-3BA10","Siemens","10A 24VDC POWER SUPPLY SINGLE PHASE IP20","281.87","CAD","Bradley, Tyler","Bradley, Tyler","338"
"6EP1336-3BA10","Siemens","20A 24VDC POWER SUPPLY SINGLE PHASE IP20","371","CAD","Bradley, Tyler","Bradley, Tyler","339"
"6EP1337-3BA00","Siemens","40A 24VDC POWER SUPPLY SINGLE PHASE IP20","1,330","CAD","Bradley, Tyler","Bradley, Tyler","340"
"6EP3436-8SB00-0AY0","Siemens","SITOP PSU8200 24 V/20 A stabilized power supply input: 400-500 V 3 AC","329","CAD","Bradley, Tyler","Bradley, Tyler","341"
"6EP3437-8MB00-2CY0","Siemens","SITOP PSU8600 24 V/40 A stabilized power supply input: 400-500 V 3 AC","964.62","CAD","Bradley, Tyler","Bradley, Tyler","342"
"6EP1437-3BA10","Siemens","40A 24VDC POWER SUPPLY THREE PHASE IP20","513.63","CAD","Bradley, Tyler","Bradley, Tyler","343"
"6EP4437-8XB00-0CY0","Siemens","SITOP CNX8600 4x10 A expansion module for PSU8600 output: 24 V DC/4x 10 A","305.67","CAD","Bradley, Tyler","Bradley, Tyler","344"
"6EP1434-2BA20","Siemens","SITOP PSU300S 24 V/10 A Stabilized power supply input: 400-500 V 3 AC output","234","CAD","Bradley, Tyler","Bradley, Tyler","345"
"6EP4297-8HB10-0XY0","Siemens","SITOP BUF8600 300ms buffer module for PSU8600 buffer capacity 300 ms/40 A","432","CAD","Bradley, Tyler","Bradley, Tyler","346"
"85002","Murrelektronik","24VDC, 20A linear power supply","175.14","USD","Bradley, Tyler","Bradley, Tyler","347"
"85676","Murrelektronik","EMPARRO67 POWER SUPPLY 1-PHASE,ELECTRONIC AUXILIARY CIRCUIT 2-CHANNELSIN: 100-240VAC OUT: 24VDC/MAX. 10A (1-8/CHANNEL)","272.35","USD","Bradley, Tyler","Bradley, Tyler","348"
"FPT500.245-034-105","PULZ","Field PS, 500W, 380-480VAC 3PH, 24-28VDC, 20.8-17.9A (In M12-S, Out (2) M12-L), IO-Link, IP65/67","1,008","USD","Bradley, Tyler","Bradley, Tyler","349"
"FPT300.242-002-101","PULZ","Field PS, 300W, 380-480VAC 3PH, 24VDC, 12.5A (In HAN Q4/2, Out HAN Q4/0), IP65/67","540","USD","Bradley, Tyler","Bradley, Tyler","350"
"GFR5252","Hubbell"," GFCI Duplex Receptacle, 15A, 125V, 2-Pole, 3-Wire, NEMA 5-15R, Commercial Grade, Side Wired, Ivory","28.61976","CAD","Bradley, Tyler","Bradley, Tyler","351"
"6EP1334-7CA10","Siemens","SITOP PSU100P IP67 stabilized power supply input: 120/230 V AC output: 24 V DC/8 A outgoing connector: M12 L-coded","465.83","CAD","Bradley, Tyler","Bradley, Tyler","354"
"A84X7818FTCLP","Hoffmann","Heavy-Duty Disconnect Enclosure, Type 12, 84.12x78.50x18.12 in, Mild Steel, Powder Coated Gray, IP55, UL 508A, cUL CSA Certified, 2-Door, Freestanding, No Panel Included","6,616.95","CAD","Bradley, Tyler","Bradley, Tyler","355"
"AMOD84X7818FTCLP","Hoffmann","Modular Disconnect Enclosure, Type 12, 2-Door, 84.12x78.50x18.12 in, Steel, Flange Mount, IP55, UL 508A, CSA Certified","0","CAD","Bradley, Tyler","Bradley, Tyler","356"
"AMOD8418FEP","Hoffmann"," Flat End Plate, 84.12x18.12 in, Steel, ANSI 61 Gray, Low Profile, Includes Gasket and Mounting Hardware","0","CAD","Bradley, Tyler","Bradley, Tyler","357"
"GET QUOTE1","Hoffmann","Large, 304 stainless steel, 2 door, floor mount enclosure  (84""H x 78""W x 18""D)","0","CAD","Bradley, Tyler","Bradley, Tyler","358"
"GET QUOTE2","Hoffmann","Large, 316 stainless steel, 2 door, floor mount enclosure  (84""H x 78""W x 18""D)","0","CAD","Bradley, Tyler","Bradley, Tyler","359"
"A84PM78G","Hoffmann","Backplate for large enclosure - 72"" x 72""","1,294.16","CAD","Bradley, Tyler","Bradley, Tyler","360"
"A72XM4018FTCLP","Hoffmann","Medium, steel, 1 door enclosure  (72""H x 40""W x 18""D)","642.22","CAD","Bradley, Tyler","Bradley, Tyler","361"
"AMOD7218FEP","Hoffmann","Medium, steel, 1 door enclosure  (72""H x 40""W x 18""D)","0","CAD","Bradley, Tyler","Bradley, Tyler","362"
"A727216USSLP","Hoffmann","Medium, 304 stainless steel, 2 door enclosure  (72""H x 72""W x 16""D)","10,809","CAD","Bradley, Tyler","Bradley, Tyler","363"
"A727216USS6LP","Hoffmann","Medium, 316 stainless steel, 2 door enclosure  (72""H x 72""W x 16""D)","0","CAD","Bradley, Tyler","Bradley, Tyler","364"
"A72PM40G","Hoffmann","Backplate for medium enclosure - 72"" x 34""","307.54","CAD","Bradley, Tyler","Bradley, Tyler","365"
"A423616LP","Hoffmann","Small, steel, single door enclosure  (42""H x 36""W x 16""D)","903.55","USD","Bradley, Tyler","Bradley, Tyler","366"
"A48H3616SSLP","Hoffmann","Small, 304 stainless steel, single door enclosure  (42""H x 36""W x 16""D)","3,422.43","CAD","Bradley, Tyler","Bradley, Tyler","367"
"A48H3616SS6LP 316L","Hoffmann","Small, 316 stainless steel, single door enclosure  (42""H x 36""W x 16""D)","0","CAD","Bradley, Tyler","Bradley, Tyler","368"
"A42P36G","Hoffmann","Backplate for small enclosure - 42"" x 33""","178.1","CAD","Bradley, Tyler","Bradley, Tyler","369"
"A161606LP","Hoffmann","Steel junction box  (16""H x 16""W x 6""D)","305.06","CAD","Bradley, Tyler","Bradley, Tyler","370"
"PAINT","Hoffmann","Custom painted steel junction box  (16""H x 16""W x 6""D)","0","CAD","Bradley, Tyler","Bradley, Tyler","371"
"A16H1606SSLP","Hoffmann","304 stainless steel junction box  (16""H x 16""W x 6""D)","880.32","CAD","Bradley, Tyler","Bradley, Tyler","372"
"A16H1606SS6LP 316L","Hoffmann","316 stainless steel junction box  (16""H x 16""W x 6""D)","10,639.68","CAD","Bradley, Tyler","Bradley, Tyler","373"
"A16P16G","Hoffmann","Backplate for junction box - 14"" x 14""","31.84","CAD","Bradley, Tyler","Bradley, Tyler","374"
"110 2080 2000","Pfannenburg","Fan/filter combination for electrical panel","300","CAD","Bradley, Tyler","Bradley, Tyler","375"
"111 2000 2000","Pfannenburg","Fan/filter combination for electrical panel","0","CAD","Bradley, Tyler","Bradley, Tyler","376"
"S101016G050","Hoffmann","SpectraCool Slim Fit Indoor AC S10, 1000W 115V No RAC, 3400 BTU","3,604.68","CAD","Bradley, Tyler","Bradley, Tyler","377"
"ABCO Custom","ABCO","Custom Made Enclosures","1,500","CAD","Bradley, Tyler","Bradley, Tyler","378"
"K50APTGRYF2Q","Banner","optotouch/mounting bracket/10m cable","100.8","CAD","Bradley, Tyler","Bradley, Tyler","379"
"WLB32C570PBQ","Banner","WLB32 LED Work Light Bar, Length 570mm, Hi/Low/Off Switch, Cascadable, Color: Datylight White","88.23","CAD","Bradley, Tyler","Bradley, Tyler","380"
"4000-68523-0000002","Murrelektronik","programming recp and cover","89.06","CAD","Bradley, Tyler","Bradley, Tyler","381"
"4000-68000-4170000","Murrelektronik","MODLINK MSDD DBL COMBI INSERT USA 2XNEMA 5-15  GFCI+1xRJ45 Female/Female with touch protection","57.2","CAD","Bradley, Tyler","Bradley, Tyler","382"
"4000-68000-4040000","Murrelektronik","MODLINK MSDD SINGLE COMBI INSERT USA NEMA 5-15  1xRJ45 Female/Female ","40.03","CAD","Bradley, Tyler","Bradley, Tyler","383"
"4000-68123-0000000","Murrelektronik","MODLINK MSDD FRAME DBL METAL  Nickeled ","31.89","CAD","Bradley, Tyler","Bradley, Tyler","384"
"4000-68000-0030000","Murrelektronik","MODLINK MSDD SOCKET INSERT USA NEMA 5-15  125VAC/15A soldering connection ","17.1","CAD","Bradley, Tyler","Bradley, Tyler","385"
"ALF16D24R","Hoffmann","Lighting for electrical enclosures","270.19","CAD","Bradley, Tyler","Bradley, Tyler","386"
"4"" steel","Hoffmann","4"" x 4"" lay-in steel ducting","0","CAD","Bradley, Tyler","Bradley, Tyler","387"
"4"" painted","Hoffmann","4"" x 4"" lay-in custom painted steel ducting","0","CAD","Bradley, Tyler","Bradley, Tyler","388"
"4"" 304 SS","Hoffmann","4"" x 4"" feed-through 304 stainless steel ducting","0","CAD","Bradley, Tyler","Bradley, Tyler","389"
"6"" steel","Hoffmann","6"" x 6"" lay-in steel ducting","0","CAD","Bradley, Tyler","Bradley, Tyler","390"
"6"" painted","Hoffmann","6"" x 6"" lay-in custom painted steel ducting","0","CAD","Bradley, Tyler","Bradley, Tyler","391"
"6"" 304 SS","Hoffmann","6"" x 6"" feed-through 304 stainless steel ducting","0","CAD","Bradley, Tyler","Bradley, Tyler","392"
"CF105/300EZ","Legrand","wire basket 10'L x 12""W x 4""H","164.26","CAD","Bradley, Tyler","Bradley, Tyler","393"
"Panel Misc","Misc","Miscellaneous panel mounted control equipment (terminals, markers, wire duct, ground bars/lugs, etc)","50","CAD","Bradley, Tyler","Bradley, Tyler","394"
"EX500-GEN1","SMC","SMC Ethernet I/P Gateway ","281.25","CAD","Bradley, Tyler","Bradley, Tyler","395"
"RSSD RJ45S 441-5M","Turck","5m Comminication Cable for Ethernet/IP","48.44","CAD","Bradley, Tyler","Bradley, Tyler","396"
"EX500-AP050-A","SMC","5m Power Cable","15.35","CAD","Bradley, Tyler","Bradley, Tyler","397"
"EX500-IE5","SMC","Input blocks - 16 PNP inputs w/ M8 connectors","105","CAD","Bradley, Tyler","Bradley, Tyler","398"
"EX500-IB1-E8","SMC","Input blocks - 16 PNP inputs w/ M8 connectors","0","CAD","Bradley, Tyler","Bradley, Tyler","399"
"EX500-AC050-SAPA","SMC","5m Field I/O Connection Cable, 90 degree angle both ends","27.37","CAD","Bradley, Tyler","Bradley, Tyler","400"
"EX500-IE3 (x8)","SMC","Input blocks - 16 PNP inputs w/ M12 connectors","105.53","CAD","Bradley, Tyler","Bradley, Tyler","401"
"EX500-IB1-T8","SMC","Input blocks - 16 PNP inputs w/ M12 connectors","0","CAD","Bradley, Tyler","Bradley, Tyler","402"
"EX500-AC050-SSPS","SMC","5m Field I/O Connection Cable, M12, straight angle both ends","22.21","CAD","Bradley, Tyler","Bradley, Tyler","403"
"50E-F43GCQST18-Z","Festo","CPX-FB32 - EtherNet IP Bus Node 1 CPI","307.99","EUR","Bradley, Tyler","Bradley, Tyler","404"
"50E-F43GCQST18T18-Z","Festo","CPX-FB32 - EtherNet IP Bus Node 2 CPI","415.52","EUR","Bradley, Tyler","Bradley, Tyler","405"
"50E-F43GCQS3T18-Z","Festo","CPX-FB32 - EtherNet IP Bus Node 3 CPI","523.05","EUR","Bradley, Tyler","Bradley, Tyler","406"
"CP-E16-M8-EL","Festo","16 Input Module","108.98","EUR","Bradley, Tyler","Bradley, Tyler","407"
"CPX-CP-4-FB","Festo","Electrical interface","116.06","EUR","Bradley, Tyler","Bradley, Tyler","408"
"56E-CPI32P-XGL-R-MAU-4J ","Festo","Standard Valve Bank 4 VALVES","0","EUR","Bradley, Tyler","Bradley, Tyler","409"
"56E-CPI32P-XGL-R-MAAU-8J","Festo","Standard Valve Bank 8 VALVES","491.16","USD","Bradley, Tyler","Bradley, Tyler","410"
"56E-CPI32P-XGL-R-M3AU-12J ","Festo","Standard Valve Bank 12 VALVES","0","EUR","Bradley, Tyler","Bradley, Tyler","411"
"56E-CPI32P-XGL-R-M4AU-16J ","Festo","Standard Valve Bank 16 VALVES","0","EUR","Bradley, Tyler","Bradley, Tyler","412"
"51E-F43GCQPNGKAQF-S 44P-N-V-4B-8L","Festo","VTSA Standard Valve Bank 12 VALVES position with CPX commms 539217","0","EUR","Bradley, Tyler","Bradley, Tyler","413"
"51E-F36GCQCEXEX-D, 32P-SGL-N-MPEAHAH-4KEELL","Festo","CPX Terminal, Ethernet IP Fieldbus, 5 pin 7/8"" DC, 2x 8 DI M12 5 pin 4 port, MPA Manifold, Integrated Pressure Switch, 4x 2x3/2 Single Sol. Valves, 2x 5/3 Exh. Center Valves, 2 Spare","773.43","USD","Bradley, Tyler","Bradley, Tyler","414"
"VSVA-B-B52-ZD-A1-1T1L","Festo","Solenoid valve 539156","43.45","EUR","Bradley, Tyler","Bradley, Tyler","415"
"NEBC-D12G4-ES-10-S-D12G4-ET","Festo","Connecting cable 10m","16.46","EUR","Bradley, Tyler","Bradley, Tyler","416"
"18527","Festo","NTSD-WD-9 Power Connector","6.17","EUR","Bradley, Tyler","Bradley, Tyler","417"
"533119","Festo","NTSD-WD-11 Power connector","8.69","EUR","Bradley, Tyler","Bradley, Tyler","418"
"NECU-G78G4-C2","Festo","Power supply socket","12.34","EUR","Bradley, Tyler","Bradley, Tyler","419"
"KVI-CP-3-WS-WD-2","Festo","CPI M9 angled fieldbus connecting cable 2m","19.76","EUR","Bradley, Tyler","Bradley, Tyler","420"
"KVI-CP-3-WS-WD-5","Festo","CPI M9 angled fieldbus connecting cable 5m","25.34","EUR","Bradley, Tyler","Bradley, Tyler","421"
"KVI-CP-3-WS-WD-8","Festo","CPI M9 angled fieldbus connecting cable 8m","30.35","EUR","Bradley, Tyler","Bradley, Tyler","422"
"KVI-CP-3-GS-GD-2","Festo","CPI M9 Straight fieldbus connecting cable 2m","19.76","EUR","Bradley, Tyler","Bradley, Tyler","423"
"KVI-CP-3-GS-GD-5","Festo","CPI M9 Straight fieldbus connecting cable 5m","25.34","EUR","Bradley, Tyler","Bradley, Tyler","424"
"KVI-CP-3-GS-GD-8","Festo","CPI M9 Straight fieldbus connecting cable 8m","30.35","EUR","Bradley, Tyler","Bradley, Tyler","425"
"10P-10-8A-ETP-N-U-4CJQJQLL","Festo","CPV10 manifold, 8 stations, Mount to ET 200 Pro, 6mm push-in fittings, example valve configuration (4x 2x 3/2 Single Solenoid, 2x 5/2 Double Solenoid w/ Exhaust Flow Control, 2x Blanking Plate)","276.17","EUR","Bradley, Tyler","Bradley, Tyler","426"
"V-SK8P-M12-S-G-5,0M-BK-2-X-A-4-69","Schmersal","Device connection cable (gate switch)","63","USD","Bradley, Tyler","Bradley, Tyler","427"
"A-K4P-M12P-S-G-5M-BK-2-X-T-4","Schmersal","Power cable (gate switch)","79.38","USD","Bradley, Tyler","Bradley, Tyler","428"
"A-K8P-M12-S-G-5M-BK-2-X-A-4-69","Schmersal","Device connection cable (gate switch)","55.44","USD","Bradley, Tyler","Bradley, Tyler","429"
"BNS33-12Z-2187-10M/BPS33","Schmersal","Non-contact safety interlock switch","80.46","USD","Bradley, Tyler","Bradley, Tyler","430"
"SFB-PN-IRT-8M12-IOP-V2","Schmersal","Profsafe module","732.6","USD","Bradley, Tyler","Bradley, Tyler","431"
"AZM40Z-I2-ST-1P2P","Schmersal","Door Switch (non-walk in)","323.4","USD","Bradley, Tyler","Bradley, Tyler","432"
"AZM201Z-ST2-T-1P2PW-A","Schmersal","Man Door Switch (walk in)","405.5","USD","Bradley, Tyler","Bradley, Tyler","433"
"AZM40-B1","Schmersal","Key","52.32","USD","Bradley, Tyler","Bradley, Tyler","434"
"103013499","Schmersal","AZ/AZM201-B30-RTAG1P1-SZ LOTO Handle with emergency exit","68.67","USD","Bradley, Tyler","Bradley, Tyler","435"
"95041","Banner","SLSCP30-1500Q55NT, 14/30 Series Traditional Type 4 Safety Light Curtain, 5 Pin M12","2,139.64","USD","Bradley, Tyler","Bradley, Tyler","436"
"72587","Banner","EZA-MBK-20 EZ-Screen Retrofit Bracket","21.01","USD","Bradley, Tyler","Bradley, Tyler","437"
"100S-C30EJ14C","Allen-Bradley","safety contactor 30A","172.68","CAD","Bradley, Tyler","Bradley, Tyler","438"
"700S-CF620EJC","Allen-Bradley","safety relay","113.28","CAD","Bradley, Tyler","Bradley, Tyler","439"
"GL-R111F ","Keyence","Light curtain - GL-R 14mm detection, 1120mm height","2,500","CAD","Bradley, Tyler","Bradley, Tyler","440"
"GL-R39F ","Keyence","Light curtain - GL-R 14mm detection, 390mm height","950","CAD","Bradley, Tyler","Bradley, Tyler","441"
"GL-RP10PM   ","Keyence","PNP CABLE FOR GL-R LIGHT CURTAIN, 10M","110","CAD","Bradley, Tyler","Bradley, Tyler","442"
"GL-RBO1          ","Keyence","BRACKETS FOR GL-R LIGHT CURTAIN, need 2 per light curtain","27","CAD","Bradley, Tyler","Bradley, Tyler","443"
"GL-RS015","Keyence","GL-R LIGHT CURTAIN EXTENSION CABLE, for cascading light curtains","51","CAD","Bradley, Tyler","Bradley, Tyler","444"
"541 053","Pilz","Coded Safety Switch, PSENcode, non contact (Switch only, no actuator)","116.68","CAD","Bradley, Tyler","Bradley, Tyler","445"
"541 080 ","Pilz","Coded Safety Switch, PSENcode, non contact (actuator only)","20.89","CAD","Bradley, Tyler","Bradley, Tyler","446"
"UM10-4848","Scientific Technologies","Safety mat (48"" x 48"")","2,653","CAD","Bradley, Tyler","Bradley, Tyler","447"
"TKM-4848","Scientific Technologies","Safety mat (48"" x 48"")","0","CAD","Bradley, Tyler","Bradley, Tyler","448"
"MC3","Scientific Technologies","Safety mat (48"" x 48"")","0","CAD","Bradley, Tyler","Bradley, Tyler","449"
"OS31-2-PN","Scientific Technologies","Laser light safety scanner","6,155.34","CAD","Bradley, Tyler","Bradley, Tyler","450"
"RM2","Scientific Technologies","Laser light safety scanner","0","CAD","Bradley, Tyler","Bradley, Tyler","451"
"ATK-VP6Q","Banner","Two hand touch","503.77","CAD","Bradley, Tyler","Bradley, Tyler","452"
"69003","Murrelektronik","Emergency stop with 2 positive opening  contacts in a IP65 enclosure 1 push Button with 1 NO","86.71","USD","Bradley, Tyler","Bradley, Tyler","453"
"69004","Murrelektronik","Emergency stop with 2 positive opening  contacts in a IP65 enclosure Reset Button with 1 illuminated push Button with 1 NO","80.84","USD","Bradley, Tyler","Bradley, Tyler","454"
"1082015","SICK","MicroScan 3 Area Scanner","3,336.27","USD","Bradley, Tyler","Bradley, Tyler","455"
"2102289","SICK","Area Scanner Floor Mounting Bracket","376.66","USD","Bradley, Tyler","Bradley, Tyler","456"
"3RV2011-0AA10","Siemens","S00 MOTOR STARTER PROTECTOR 0.11-0.16A","50.3","CAD","Bradley, Tyler","Bradley, Tyler","457"
"3RV2011-0BA10","Siemens","S00 MOTOR STARTER PROTECTOR 0.14-0.2A","50.3","CAD","Bradley, Tyler","Bradley, Tyler","458"
"3RV2011-0CA10","Siemens","S00 MOTOR STARTER PROTECTOR 0.18-0.25A","50.3","CAD","Bradley, Tyler","Bradley, Tyler","459"
"3RV2011-0DA10","Siemens","S00 MOTOR STARTER PROTECTOR 0.22-0.32A","50.69","CAD","Bradley, Tyler","Bradley, Tyler","460"
"3RV2011-0EA10","Siemens","S00 MOTOR STARTER PROTECTOR 0.28-0.4A","50.69","CAD","Bradley, Tyler","Bradley, Tyler","461"
"3RV2011-0JA10","Siemens","S00 MOTOR STARTER PROTECTOR 0.7-1A","54","CAD","Bradley, Tyler","Bradley, Tyler","462"
"3RV2011-0KA10","Siemens","S00 MOTOR STARTER PROTECTOR 0.9-1.25A","59.19","CAD","Bradley, Tyler","Bradley, Tyler","463"
"3RV2011-1AA10","Siemens","S00 MOTOR STARTER PROTECTOR 1.1-1.6A","59.19","CAD","Bradley, Tyler","Bradley, Tyler","464"
"3RV2011-1BA10","Siemens","S00 MOTOR STARTER PROTECTOR 1.4-2A","60.14","CAD","Bradley, Tyler","Bradley, Tyler","465"
"3RV2011-1CA10","Siemens","S00 MOTOR STARTER PROTECTOR 1.8-2.5A","61.79","CAD","Bradley, Tyler","Bradley, Tyler","466"
"3RV2011-1DA10","Siemens","S00 MOTOR STARTER PROTECTOR 2.2-3.2A","60.14","CAD","Bradley, Tyler","Bradley, Tyler","467"
"3RV2011-1EA10","Siemens","S00 MOTOR STARTER PROTECTOR 2.8-4A","60.14","CAD","Bradley, Tyler","Bradley, Tyler","468"
"3RV2011-1FA10","Siemens","S00 MOTOR STARTER PROTECTOR 3.5-5A","60","CAD","Bradley, Tyler","Bradley, Tyler","469"
"3RV2011-1GA10","Siemens","S00 MOTOR STARTER PROTECTOR 4.5-6.3A","61.79","CAD","Bradley, Tyler","Bradley, Tyler","470"
"3RV2011-1HA10","Siemens","S00 MOTOR STARTER PROTECTOR 5.5-8A","61.79","CAD","Bradley, Tyler","Bradley, Tyler","471"
"3RV2011-1JA10","Siemens","S00 MOTOR STARTER PROTECTOR 7-10A","67.33","CAD","Bradley, Tyler","Bradley, Tyler","472"
"3RV2011-1KA10","Siemens","S00 MOTOR STARTER PROTECTOR 9-12.5A","67.33","CAD","Bradley, Tyler","Bradley, Tyler","473"
"3RV2011-4AA10","Siemens","S00 MOTOR STARTER PROTECTOR 11-16A","71.83","CAD","Bradley, Tyler","Bradley, Tyler","474"
"3RV2021-4AA10","Siemens","S0 MOTOR STARTER PROTECTOR 11-16A","75.16","CAD","Bradley, Tyler","Bradley, Tyler","475"
"3RV2021-4BA10","Siemens","S0 MOTOR STARTER PROTECTOR 14-20A","73","CAD","Bradley, Tyler","Bradley, Tyler","476"
"3RV2021-4CA10","Siemens","S0 MOTOR STARTER PROTECTOR 17-22A","77.69","CAD","Bradley, Tyler","Bradley, Tyler","477"
"3RV2021-4DA10","Siemens","S0 MOTOR STARTER PROTECTOR 20-25A","91.12","CAD","Bradley, Tyler","Bradley, Tyler","478"
"3RV2928-1H","Siemens","S00, S0 MOTOR STARTER PROTECTOR UL508 TERMINAL BLOCK","12.69","CAD","Bradley, Tyler","Bradley, Tyler","479"
"3RA1921-1DA00","Siemens","S00 CONTACTOR TO S00/S0 MOTOR STARTER PROTECTOR LINK MODULE","6.01","CAD","Bradley, Tyler","Bradley, Tyler","480"
"3RV2901-1E","Siemens","S2, S3 MOTOR STARTER PROTECTOR CONTACT BLOCK 1NO/1NC ","9.19","CAD","Bradley, Tyler","Bradley, Tyler","481"
"3RV2901-1F","Siemens","S2, S3 MOTOR STARTER PROTECTOR CONTACT BLOCK 2NO","9.44","CAD","Bradley, Tyler","Bradley, Tyler","482"
"3RK1335-0AS01-0AA0","Siemens","PROFINET M200D COMMUNICATIONS MODULE","353.36","CAD","Bradley, Tyler","Bradley, Tyler","483"
"3RK1395-6KS41-0AD0","Siemens","0.15-2A M200D DIRECT STARTER W/O BRAKE CONTROL","678.17","CAD","Bradley, Tyler","Bradley, Tyler","484"
"3RK1395-6KS41-1AD0","Siemens","0.15-2A M200D REVERSING STARTER W/O BRAKE CONTROL","765.02","CAD","Bradley, Tyler","Bradley, Tyler","485"
"3RK1395-6LS41-0AD0","Siemens","1.5-12A M200D DIRECT STARTER W/O BRAKE CONTROL","715.05","CAD","Bradley, Tyler","Bradley, Tyler","486"
"3RK1395-6LS41-1AD0","Siemens","1.5-12A M200D REVERSING STARTER W/O BRAKE CONTROL","803.1","CAD","Bradley, Tyler","Bradley, Tyler","487"
